"DP02_0015E","DP02_0016E","DP02_0066PE","DP02_0067PE","DP02_0071PE","DP02_0079PE","DP02_0088PE","DP02_0092PE","DP02_0101PE","DP02_0112PE","DP03_0005PE","DP03_0007PE","DP03_0009PE","DP03_0021PE","DP03_0025E","DP03_0062E","DP03_0063E","DP03_0096PE","DP03_0097PE","DP03_0098PE","DP03_0099PE","DP03_0128PE","DP04_0046PE","DP04_0047PE","DP05_0017E","DP05_0032PE","DP05_0066PE","ZCTA5"
2.25,2.98,92.1,18.1,12.8,89,94.5,4.2,33,4.6,5.8,29.1,8.2,1.2,21.5,48702,55834,93.8,74.4,32.5,6.2,14.6,63.5,36.5,41.2,93.8,3.1,14219
2.4,3,90.2,22.7,14.2,89.3,94.1,3.6,11.1,7.5,4.5,32.9,6.6,3.4,21.1,47088,57526,94.5,67.7,42.4,5.5,16.7,66.3,33.7,37.9,88.5,8.7,14220
2.33,2.96,95.3,53.6,10.9,88.7,88.6,10.5,8.2,12.4,2,38,3.2,1.1,20.1,77511,102765,97.4,87.3,29.6,2.6,5.5,74.5,25.5,47.9,88.5,2.7,14221
1.81,2.75,94.3,65.5,9.5,73.1,91.6,6.1,28.4,11,4.6,29.7,6.6,6.7,17.1,52066,72955,93.7,81.5,20.5,6.3,15.8,32.8,67.2,29.9,78.9,8,14222
2.37,3.05,93.4,36.6,13,91.8,93.6,5.6,8.7,7.8,3.3,34.4,5.1,1.7,20.7,59326,66694,95.6,77.7,34,4.4,10,78,22,40.6,90,3.2,14223
2.29,2.96,93,28.1,13,91.6,97.1,2.3,3.8,4.5,4,34.1,6.1,1.1,20.8,59875,68355,95.4,81.3,32.5,4.6,6,77,23,45.8,96.2,1.8,14224
2.23,2.9,91.3,22.6,12.9,91,94.8,4.6,10.9,6.3,4.9,32.9,7.4,1.3,18.4,47693,55121,93.3,73.6,35.5,6.7,11.7,70.9,29.1,41.2,83.6,3.2,14225
2.24,2.88,95.7,55,10.5,89.5,88.2,11.2,37.5,12.1,3.3,34.5,5,1.9,16.9,61930,80399,95.2,80.6,30.1,4.8,12.2,71.8,28.2,39.9,80,2,14226
2.07,2.71,89.2,19.8,15.3,89.2,92.8,6.3,27.3,9.3,2.8,39.8,4.6,0.2,20.5,48941,57777,94.7,80.2,35.3,5.3,9.3,66.1,33.9,48,89.8,3.2,14227
2.42,3.06,95,46.9,10.7,79.5,81.4,18,30.3,19.3,3.7,38.4,6.1,3.2,20.5,48343,70210,95.1,77.5,30.4,4.9,21.3,51.3,48.7,32.1,73.2,4,14228
3.5,NA,100,65,2.8,51.2,79.6,19.4,36.1,33,1.8,71.8,6.2,11.9,12.4,NA,NA,99.5,92.3,8.7,0.5,100,0,100,19.7,58.3,8.7,14261
2.23,3.17,76.8,12.1,21.1,87.7,91.8,7.3,13.6,6.9,8.2,48.7,15.9,8.2,18.6,21413,31354,92,46,65.1,8,42,38.5,61.5,37.6,59.3,3.8,14301
NA,NA,66.7,0,NA,66.7,100,0,NA,33.3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.5,100,0,14302
2.21,2.93,83.4,14.7,17.9,90.6,90.9,7.4,3.3,6.5,7.2,43.5,12.8,6.5,18.7,29916,39365,87.7,46.3,57,12.3,29.9,43.9,56.1,40.8,66.9,2.9,14303
2.28,2.92,91.1,18.9,14.6,92.9,95.1,4.3,6.2,4.2,4.5,36.1,7.1,0.6,18,50072,59745,93.1,74.7,35.5,6.9,9.4,75.2,24.8,45.8,89.5,1.5,14304
2.47,3.14,87.1,19.6,15.7,86.4,96.1,3.1,5.8,4.2,7.4,39.8,12.2,4.3,17.9,32211,46243,93.7,55.5,53.6,6.3,30.5,58.5,41.5,36.5,63,3.8,14305
2.44,3.05,80,12.1,19.2,79.8,93.6,4.8,2.7,8,4.1,57.3,9.6,0.3,21.5,41820,53051,89.6,62,44.6,10.4,20.7,69.4,30.6,41.1,81.3,7.1,14411
2.42,2.94,94.3,29,10.7,95.2,97.5,2.3,0,3.8,2,27,2.7,0,26,57273,68850,95.9,78.9,29,4.1,8.5,74.5,25.5,42.1,95.1,0.9,14414
2.19,2.33,94.3,14.2,9.3,100,100,0,NA,4.3,9.2,14.6,10.8,0,20.2,37708,56661,82.1,52.9,38.6,17.9,0,81.3,18.8,53.5,100,0,14415
2.46,2.91,95,22.7,15.5,92.3,96.3,3.5,14.5,3.5,4,36.9,6.3,1,23,49583,59800,93.2,78.4,31.4,6.8,11.8,77.1,22.9,43.2,94.1,2.7,14416
2.59,2.83,91,21.3,14.8,92,98.8,0.9,0,2.2,2.9,37.5,4.6,0,26.2,59236,80698,87.5,69.7,28,12.5,5.8,87.8,12.2,44.9,99.8,2,14418
2.52,3.02,92.2,33.8,11.8,77.7,93.9,5.4,22,8.3,4.2,39.3,7,3.7,22.1,52232,63449,94.5,80.4,27.3,5.5,15.5,63.5,36.5,32.3,90.7,4.9,14420
2.64,3.03,91.1,19.1,12.5,92.1,98.1,1.1,0,1,4.2,34.9,6.4,0.4,24.5,63250,73827,92,75.5,30,8,10.3,86.8,13.2,43.4,97.9,0.3,14422
2.57,2.91,91.3,23.6,14.9,93.4,96.4,3.4,51.8,2.4,3.9,33.9,5.9,0,24.3,53116,63613,96.4,81.7,33.3,3.6,8,77.2,22.8,44.3,93.2,0.7,14423
2.23,2.77,92.8,34.2,14.4,83.1,96.2,3.2,5.6,4.9,4,39.3,6.7,2.1,23.7,53490,72268,94,74.8,37,6,11.4,67.3,32.7,46.4,95.1,2,14424
2.58,3,93.5,37.2,9.6,86.2,93.7,5.9,7.7,7.6,4.4,30.1,6.2,0.9,26.4,63354,72743,91.5,73.3,28.7,8.5,11,71,29,36.3,91.1,6.8,14425
2.51,2.97,92.7,16.6,17.7,87.9,94.8,2.9,19,4.2,5.3,31.4,7.8,0,21,51850,61276,94.9,74.9,31.4,5.1,11.2,76.3,23.7,38.9,97,2.8,14427
2.43,3.03,92.8,28.8,11.5,91.3,97.3,2.6,0,5,2.3,33.9,3.4,0,22.8,59292,75024,95.8,82.1,31.6,4.2,8.3,84.9,15.1,47.3,97.1,3.3,14428
2.52,3.06,88.9,16.9,13.4,86.9,96.3,2.9,31.1,4.4,4.1,35.4,6.4,0.4,18.9,52565,64699,93.1,70.7,40.6,6.9,8.6,78.7,21.3,42.3,95.3,2.9,14432
2.85,3.39,83.9,10.5,16.5,88.2,97.1,2,14,8.9,4.6,40.2,7.7,0,24,51250,57146,81.2,59.3,35.3,18.8,13.6,81.7,18.3,36.3,93.1,5.2,14433
2.41,2.88,91.5,25.4,13.4,86.3,96.1,3.6,0,3.3,3.9,31,5.6,0.2,31.8,60822,72680,95.5,79.1,29.6,4.5,11.6,89.1,10.9,47.2,98.3,1.5,14435
2.33,2.84,82.4,16.4,16.4,81.9,97,2,30.2,5.2,2.7,53.2,5.9,1,26.6,44244,59731,92.8,69.9,41,7.2,17.8,74.5,25.5,43.2,90.1,4.4,14437
2.65,2.89,65.5,20.6,24.2,88.4,83.5,16,66.2,19.9,8.5,36.7,13.4,0,24.6,50625,62016,87.2,50.2,45.2,12.8,32.5,71.8,28.2,36.5,92.2,19.7,14441
2.22,2.97,92.4,31.2,12.3,86.2,93.9,5,2.8,7.5,4.4,28,6.1,0.4,18,48094,56800,90.9,69.9,33,9.1,17.2,56.9,43.1,37.4,90.1,5.1,14445
2.43,2.93,96.4,52.7,8.5,90.2,92.9,6.5,8.7,6.5,4.1,32.2,6,0.8,20.3,76655,94647,96.6,85.7,25.4,3.4,6.7,75.8,24.2,45,93.5,2.3,14450
2.36,2.86,89.7,40.5,11.5,70.9,92.2,6.9,29,10.4,2.7,50.9,5.5,1.2,20.4,42323,62632,97,86.7,22.5,3,28.4,52,48,21.8,89.1,4.3,14454
2.25,2.85,88.6,27.2,13.6,79.2,90.6,4.8,22.8,13.2,4.6,39.2,7.5,0.8,17.9,45279,60364,92.1,69.7,37.4,7.9,18.4,60.2,39.8,35.8,83.4,11.3,14456
2.63,3.17,92.3,20.7,8.9,94.5,97.7,1.1,0,4.6,7.9,31.3,11.4,0,32.1,52019,64672,92.5,69.9,41.9,7.5,12,90.1,9.9,38.1,96.3,1.6,14462
2.69,3.12,94.3,19.9,11.7,89.7,97.7,1.6,0,3,4.6,30.7,6.7,0.2,29.2,57736,63122,96.1,76.8,31.2,3.9,9.9,83.9,16.1,39.4,94.4,1.4,14464
2.31,2.7,94.6,30.5,6.9,92.4,96.3,3.7,0,12.9,3,24,3.9,0,32.6,55987,68305,93.6,78.5,28.1,6.4,2.2,84.3,15.7,43.1,97.9,2.1,14466
2.56,3.06,90.7,29.7,12.8,88.6,90.7,8.4,0,10.2,3.3,31.3,4.7,0.2,18.6,74970,86789,97.7,75.9,37,2.3,11.9,67,33,42.2,76,2.5,14467
2.69,3.15,95,26.7,12.1,91.2,95.7,3.6,0,4.2,3.7,29.1,5.2,0,26.7,65810,77063,96.1,83.7,27.2,3.9,4.4,82.4,17.6,42.5,95.5,3.2,14468
2.41,2.8,94.2,26.3,12.2,87.9,97.3,2.4,3.4,2.2,5.8,29.7,8.2,0.1,25,60278,71887,90.9,73.5,31.9,9.1,8.8,83.5,16.5,47,98.8,0.9,14469
2.43,2.89,87.5,14.5,14.5,93.8,97.9,1.6,4.8,3.7,5.7,35.1,8.8,1.2,30.5,46856,63006,93.7,74.7,37.6,6.3,14.7,79.6,20.4,44.3,96.1,1.6,14470
2.31,2.75,91,24,9.3,85.8,96.3,2.4,0,3.9,3.3,40,5.5,0,31.4,62791,67995,96.7,78.2,36.8,3.3,3.6,93.1,6.9,52.6,94.8,5.3,14471
2.49,3.08,97.2,56.4,8.7,91.7,92.7,6.3,0.7,4.5,1.9,30.9,2.7,0,24.4,85049,121670,97.2,90.3,19.8,2.8,5.4,81.2,18.8,45.5,96.1,1.4,14472
2.76,3.21,97,49.4,7.8,94.7,100,0,NA,3.7,0,33.9,0,5.4,25.2,84167,81815,96.3,92.6,21.8,3.7,8.6,84.1,15.9,44.3,100,0,14475
2.68,3.09,91.1,17.3,16.6,92,98.1,1.5,0,1.5,3.3,39.5,5.4,0.4,30.5,52386,61922,98.1,78,41,1.9,16.1,78.5,21.5,41.9,95.5,2.7,14476
2.69,3.08,89,22.7,18.9,86.8,95.4,3.7,0,5.3,5.8,37.1,9.3,0,28.7,54290,69902,94.1,66.2,41.3,5.9,3.8,96.9,3.1,42.8,93.5,2.2,14477
2.41,2.66,91.8,40.1,8.3,79.4,95.4,4.6,77.9,6.7,3.9,42.4,6.7,0,11.4,91250,86671,90.1,78.8,24.1,9.9,0,96.5,3.5,21.3,89.7,0.9,14478
2.29,2.5,58.5,0,17,71.3,96.8,3.2,0,4,0,36.7,0,0,23.2,NA,52266,80.1,56.7,26.6,19.9,20.2,69.1,30.9,29.5,100,0,14479
3.42,3.85,80.7,9.8,6.8,67.2,95.6,4.4,0,7.7,6.3,38.2,10.3,0,15.9,38015,48257,84.2,37.3,57.6,15.8,53.6,53.8,46.2,26.8,95.8,1.9,14480
2.3,2.72,82.6,15.1,10.4,89.4,92.6,6.8,14.5,9.2,4,31.7,5.9,0,20,52212,56261,94.8,74.6,37.9,5.2,15.8,70.8,29.2,44.9,91.6,8,14481
2.43,2.82,92.2,24.9,10.4,86.7,98.4,1.3,0,1,4.8,28.7,6.8,0,23,52929,64116,92,75,31.1,8,10,69.4,30.6,41.8,93.5,0.8,14482
2.36,2.88,94.6,28.9,11.3,88.2,92.5,6.4,8,5.2,0.9,40.9,1.5,0.7,24.7,48333,60683,93.5,77.4,32.8,6.5,10,73.3,26.7,44.1,96,1.6,14485
2.06,2.57,95.9,34.4,13.7,100,100,0,NA,0,13.3,20.8,16.8,0,19.1,59615,73069,90.1,79.6,35.2,9.9,0,100,0,41.1,94.7,0,14486
2.56,3.07,94.9,29.4,9.2,90.8,98.7,1.1,0,2.5,3.8,32.9,5.7,0.3,26.8,65652,75660,94.1,81.6,27.5,5.9,6.3,80.7,19.3,40.5,97,0.6,14487
2.41,2.99,84.2,14.5,17.5,88.2,97.4,2.5,2.3,1.7,6.9,44.1,12.3,1.6,24.6,46060,52720,88.7,65.3,39.6,11.3,18.7,72.8,27.2,44.6,91.8,3.7,14489
2.71,3.2,94.8,35.5,10.9,91,96.1,3.3,0,3.2,2.4,31.6,3.5,0.5,23.7,67330,81898,94.6,83,23.5,5.4,5.1,81.8,18.2,40,96.8,2,14502
2.23,2.67,91.1,15.9,13.2,81.7,96.9,2.7,12.5,3.4,3.2,29.8,4.5,0.4,19.7,53144,55264,93.3,77.4,32.2,6.7,10.9,77.3,22.7,40.4,95.5,1.9,14504
2.38,2.98,91.9,22.5,12.2,93.5,96,3.7,12.9,3.3,2.8,36.3,4.4,0.4,26.6,58566,67259,94.5,79.8,28.8,5.5,8,87.4,12.6,45.5,96.4,1,14505
2.42,2.87,99.4,65.8,3.6,92.5,98.5,0.2,0,0.8,5.1,33.7,7.6,0,21.5,102989,109055,100,98.2,8.5,0,0,100,0,48.6,100,0,14506
2.37,2.79,93.3,26.1,12,88.7,98.3,0.8,10,2.7,4.7,36.4,7.4,0,32.9,58580,61914,93.6,69.2,39.6,6.4,16.1,86.4,13.6,45.6,95.3,3.4,14507
2.46,3.02,76.9,9.6,16,89.6,92.6,1.4,0,18.1,4.6,42.7,8,1.3,19.2,46063,48914,86.7,56.2,44.1,13.3,19.8,59.8,40.2,41.5,92.4,15.1,14510
1.98,2.73,92.4,29.7,10.7,100,100,0,NA,0,0,45.9,0,0,29.5,45769,59511,87.6,87.6,24.4,12.4,5.6,88.1,11.9,50.7,92.3,0,14511
2.34,2.72,92.5,26.9,10.5,87.8,96.8,2.2,7.8,2.6,4.4,42,7.5,0.2,30.5,52534,65274,93.3,68.8,41.2,6.7,14.4,83.7,16.3,47.8,98.3,1,14512
2.31,2.94,88,15.9,19.4,85.9,95.2,2.6,5.5,4.8,6.4,40.7,10.8,1.8,18.8,37594,49935,93.4,63.2,46.1,6.6,18.8,65.6,34.4,45,88.1,6.1,14513
2.52,3.05,92.7,35.4,12.8,89,91.7,6.3,3.9,10.9,5.2,34.7,8,0,20.2,63155,75240,92.9,80.5,28.2,7.1,10.1,68.6,31.4,41,89.8,7.3,14514
2.64,3.08,82.4,19,11,91.7,95.6,3,0,10.1,5.9,37.3,9.4,0,27.9,56316,77146,90.3,72.6,32.1,9.7,7.5,86.9,13.1,42.8,90.9,8.3,14516
2.35,2.91,88.6,16.5,16.5,92.7,97.3,2.3,0,1.8,3.9,44.3,6.9,0.9,34.1,40685,50904,94.7,66.4,44.8,5.3,17.6,71.6,28.4,42.9,96.8,0.5,14517
2.41,2.88,93.6,24.6,12.2,91.3,94.9,3.7,13.9,3.6,3.1,33.7,4.8,0.3,23,59159,70721,94,81.2,27,6,7.7,84.7,15.3,44.5,94.7,3.1,14519
2.38,3.18,84.8,21.8,15.3,94.7,97.8,1.7,0,5.9,4.4,43.8,8,0.4,30.4,45945,60888,86.3,64.1,40.2,13.7,13.8,77.5,22.5,44,94.1,1.8,14521
2.33,2.84,88.2,15.7,11.3,87.3,97.9,0.9,0,2.7,5.1,32.6,7.5,0.5,24.9,46774,59075,89.5,63.5,38.2,10.5,14.5,68.9,31.1,44.8,97.1,2.7,14522
2.73,3.09,92.3,18.8,10.1,92.1,98.6,0.8,0,1.3,6.7,28.4,9.4,1,23.2,65625,67947,95.2,77.9,31.6,4.8,13.9,87.3,12.7,40.1,98.3,0.3,14525
2.5,3.01,94.5,53.3,7.9,93.7,92,7.2,0.4,8.4,2.7,34.3,4.1,0.1,19.2,81596,101876,98,88.2,24.7,2,3.9,83.1,16.9,44.1,91.8,1.9,14526
2.43,3,83.4,23.4,15.3,88.4,98.1,1.6,17,16.3,3.6,40.3,6.1,0.4,20.3,46943,62593,76.5,56.7,35.8,23.5,15.8,72.4,27.6,43.8,97.4,0.9,14527
2.77,2.77,100,8.1,5.5,100,100,0,NA,0,0,30.6,0,0,31.5,NA,81523,100,100,11.5,0,0,65.2,34.8,61,100,0,14529
2.32,2.82,87.9,17.7,15.1,85.8,97.8,1.2,0,3,6,35.5,9.3,0,24.7,50513,61221,90,69,38.7,10,13,74.2,25.8,42.5,99.4,1.5,14530
2.55,3.14,93,15.9,11.7,87.4,99.6,0.3,0,2.2,2.5,31.4,3.6,0.5,19.6,53177,67574,91,75,29.8,9,9.5,72.1,27.9,42.8,98.9,0.8,14532
2.28,2.85,92.1,16.2,10.1,92.3,98.1,0.8,0,2.3,1.5,28.1,2.1,0,20.8,60156,68660,96.2,85.8,25.8,3.8,3.4,76.9,23.1,41.9,94.6,1.1,14533
2.63,3.04,98.2,71.3,8.4,93.1,88.3,10.3,8.4,11.7,3.1,35.7,4.9,0.4,19.5,104398,142330,97.7,92.2,22.5,2.3,3,90,10,46.2,88.4,2,14534
2.09,2.8,85.8,9,18.3,91.7,97.1,2.1,0,5.6,7.4,41.6,12.6,0.5,30.2,42438,48690,87.6,65.9,40,12.4,17.6,77.7,22.3,47.4,97,6.9,14536
2.62,2.62,76.7,19.2,6.3,100,100,0,NA,0,6.7,24.4,8.8,0,28.8,67344,93966,100,77.5,36.9,0,17.5,65.6,34.4,46.4,100,0,14537
3.01,3.13,100,29.4,9.3,96.7,100,0,NA,0,0,25.4,0,0,21.6,70156,77990,95.8,89.3,14.5,4.2,0,100,0,36.8,86.9,0,14539
2.64,2.99,68.6,12.9,11.9,67.1,93.6,3.5,12.3,12.6,1.8,69.2,5.7,0,23.9,56745,68443,79.2,63.6,30.2,20.8,9.8,73.3,26.7,35.4,72.6,9.8,14541
2,2,66.7,44.4,30,100,100,0,NA,0,11.1,55.6,25,0,NA,NA,53860,100,70,60,0,22.2,80,20,61,100,0,14542
2.44,2.75,97.3,44.7,8.5,92.1,94.4,3.7,0,5.9,1.6,30.5,2.3,0,22.9,81689,100030,99.3,88.7,24.6,0.7,4.4,89.7,10.3,49.6,96.8,6,14543
2.58,3.03,89.9,22.1,13.3,91.5,97.1,2.3,5.8,7.7,4.5,36.1,7.1,0.7,29.5,56580,69036,86.2,67.1,33.2,13.8,11.2,83.4,16.6,43.6,98.4,2.5,14544
2.35,2.73,97.7,24.8,16.6,100,98.8,0,NA,0,2.9,42.3,5.1,0,35.3,56667,53319,93.5,84.6,30.2,6.5,12,91.7,8.3,40.7,97.6,4.7,14545
2.44,3.02,94.6,31.9,12.5,92.3,97.4,2.2,0,4.6,4.8,28.6,6.8,0,22.2,56974,68678,94.3,79.8,29.9,5.7,8.4,67,33,42.4,85.7,3.8,14546
2.4,2.79,87.4,16,15.7,90,98.1,1.1,9.5,5.4,4.7,31.3,6.9,1.6,23.2,55170,64409,88.3,71.3,33.5,11.7,10.9,83.2,16.8,46.7,96.7,0.5,14548
1.64,2,100,78.9,0,100,100,0,NA,0,0,26.3,0,35.7,NA,31944,48193,100,100,43.5,0,0,71.4,28.6,60.7,100,0,14549
2.64,3.24,88.8,16,16.5,90.6,97.6,2,34.2,1.2,3.8,36.4,6,1.1,21.4,54375,85986,90.9,70,35.7,9.1,12.7,80.2,19.8,40.5,96,2.4,14550
2.59,2.94,86.5,15.6,16.2,88,94.9,3.7,2.3,6.5,4.8,40.8,8.2,1.3,24.9,47561,54395,89.8,62.4,41.8,10.2,19.9,77,23,40.7,86.1,7,14551
2.2,2.7,96.5,24.4,11.5,77.6,98,2,0,2,4,43.8,7.2,0,28.2,49750,66719,97.5,74,43.2,2.5,15.7,86.9,13.1,51.6,92.9,0.9,14555
2.71,3.09,95.1,36.8,11.2,91.5,94.5,4.9,4.8,8,4.4,32,6.4,0.2,20.9,74260,85677,95.9,86.3,25.5,4.1,5.9,80.1,19.9,42.6,95.4,4.5,14559
2.44,2.99,89.4,26.7,13.6,93.5,99.3,0.7,0,1.5,4.6,38.8,7.6,0.4,34.7,54875,67252,94.7,77.5,32.3,5.3,12.7,90.4,9.6,46.2,99,0.7,14560
2.79,3.26,92.5,22.9,9.2,91.8,99.6,0.2,0,9.4,6.3,23,8.2,0.1,21.7,64535,81197,85.1,72.6,25.8,14.9,4.9,87.1,12.9,41.3,98.6,1.1,14561
2.51,2.97,96.7,51.7,8.1,88.9,94.1,5.5,2,9,3.7,34.8,5.7,0.5,22.5,86336,120647,95.9,88,22.7,4.1,2.3,78.5,21.5,43,95.8,2,14564
2.92,3.19,96.4,32.2,5.8,89.6,96.6,1.9,8.5,1.7,4.3,24.7,5.7,0.2,27.9,74938,83119,95.2,85.9,18.7,4.8,2.8,91.5,8.5,37.3,97.6,3.5,14568
2.22,2.71,84,12.5,15.4,90.8,97.9,1,0,1.9,6.3,35.5,9.8,0.2,22.9,46250,54970,90.5,66.7,38.8,9.5,18.7,63.5,36.5,44.3,97,2,14569
1.9,2.29,86.1,17.6,11.8,94.6,93.9,6.1,23,4.9,4.8,48.2,9.3,0,27.1,46900,61655,85.9,70.4,35.1,14.1,7,95.2,4.8,51.7,88.2,0.5,14571
2.33,2.79,85.3,11.5,17.9,92.3,98.7,1.1,5.5,1.6,5.7,40,9.5,0.3,29.9,41784,52371,91.3,63.4,41.1,8.7,16.8,75.9,24.1,43.5,96.6,0.3,14572
2.5,3.07,94.8,44.7,10.2,91.9,90.7,8.9,10.7,9.9,3.1,32.6,4.6,0.6,20.5,71899,85994,96.5,84.3,27.6,3.5,6.3,77.6,22.4,43.3,92.5,2.8,14580
1.3,1.95,81,30.4,22.8,93.7,94.9,5.1,0,0,0,69.6,0,0,NA,42188,48980,100,89.9,73.4,0,10.1,100,0,67.9,100,0,14585
2.75,3.31,94.9,45,7.7,88.4,86.9,12.4,36,13.6,3,29.1,4.3,0.1,18.8,77188,76435,94.2,85.5,17.3,5.8,12.4,72.6,27.4,33,76.1,5,14586
2,2.38,63.2,0,20.6,35.1,90.8,4.3,0,13.6,0.8,89.7,7.9,0,NA,83583,75296,100,100,25.5,0,0,84.3,15.7,33.9,50.2,16.3,14588
2.53,2.99,89.2,21.8,13.7,87.8,95.2,3.8,28,7.6,5.4,38.5,8.8,0,25,50167,71200,93.2,73.8,35.5,6.8,14.3,79.6,20.4,43.9,91.3,4.4,14589
2.46,2.95,86.1,14.8,17.9,90.4,96.8,2.6,6.8,3.8,4.1,43.3,7.3,0,28,44850,56442,89.3,61.8,45.3,10.7,16.6,76.7,23.3,43.6,93.6,3.2,14590
2.43,2.87,92.6,27.2,13.3,92.6,98,1.4,0,1.9,2.8,39.5,4.6,0.1,25.7,58170,67429,94,78.2,35.4,6,6.9,84.1,15.9,45.8,96.8,0,14591
2.48,2.48,100,44.4,0,100,100,0,NA,0,0,14.8,0,0,21.7,83702,93133,100,100,0,0,0,100,0,49.8,100,0,14592
1.2,2.14,84.6,17.4,30.9,51.4,85.7,9.5,8.4,12.5,5.8,60.7,14.6,12.9,20.3,14270,25298,91.6,40,65.5,8.4,43.2,0,100,46.7,54.2,13.2,14604
2.7,3.41,69,11.2,21.2,71.7,74.2,9.4,22.1,37.8,14,45.5,25.6,17.3,22.2,18318,28895,91.4,44.9,62.2,8.6,52.2,19.1,80.9,25.2,27.9,37.9,14605
2.57,3.26,81.2,15,14.3,83.4,84.8,11,8.7,19.2,6.8,35.8,10.5,5.6,18.7,37542,49190,92.2,57.7,47.2,7.8,23.7,56.4,43.6,35.4,63.1,14.8,14606
1.69,2.55,93.8,54.2,10.8,59.6,91.2,7.9,28.2,7.9,3.6,22.2,4.6,4.4,18.7,41954,57494,86.1,66.8,25.1,13.9,22.8,15.8,84.2,29.2,82,5.7,14607
2.37,3.48,74.1,17.3,17.3,75.3,82.2,14.5,53.6,19.1,11.9,46.5,22.3,18.5,20.4,20047,31184,91.2,28,69.1,8.8,49.3,18.1,81.9,30,21.2,9.4,14608
2.47,3.25,85.9,24.8,13.5,83.9,87.9,7.3,7.6,18.3,7.1,32.1,10.4,5.4,19.2,41074,51548,92.6,58.3,45,7.4,23.8,61.4,38.6,32.9,54.1,18.4,14609
1.92,2.74,94.3,59.2,12.1,86.5,89.1,10.1,16.6,11.1,2.5,34.2,3.8,2.6,15.9,59046,86049,95.5,85.2,28,4.5,9.1,56.8,43.2,44.4,86.6,5.5,14610
2.5,3.3,73.2,8.8,21,80.6,92,3.7,0.3,13.1,10.3,45.4,18.9,11.7,19.9,24924,33511,89.7,37.5,63.1,10.3,41.6,34.3,65.7,31.7,24.5,13.1,14611
2.34,2.92,92.7,30.3,12,89.8,93.8,5.2,2.6,8,3.2,32.6,4.8,1,20.9,61349,73209,94.7,78.9,29.3,5.3,6.9,73.7,26.3,44.4,90,4.1,14612
2.65,3.65,80,14.8,18.4,83.7,83.5,13.3,43.2,20.3,10.6,39.4,17.6,12.5,23.3,28026,39373,89.5,38.2,58.9,10.5,29.1,37.4,62.6,30.5,40,16,14613
NA,NA,63.4,4.1,71.3,17.2,84.6,1.8,0,18.9,1.7,96.3,46.5,0,NA,NA,29385,88.4,14,78.7,11.6,85.2,0,100,30.2,35.6,19.3,14614
2.27,3,85.8,20.7,16,82.8,89.9,6.8,20.9,15.1,6,36.8,9.5,5.2,20.1,36250,45973,94.2,55,51,5.8,23.6,51,49,36.3,63.5,12,14615
2.38,3.06,88.7,23.1,12.4,88.6,94.2,5,8,8.5,4.4,38,7.1,1.4,20.8,46143,57627,90.1,70.6,34.4,9.9,14.5,72,28,40.7,86.1,6.4,14616
2.4,3.08,94,44.7,10.6,94,92.1,7,1.5,10.5,3.5,34.8,5.4,0.9,20.2,60870,75160,95.8,82.4,28.9,4.2,5.9,86.8,13.2,43.9,93.4,5.2,14617
2.33,2.98,96.3,67.9,8.3,82.7,87,12.1,19.6,13.5,2.3,37.4,3.7,1.9,15.6,89688,121857,95.8,86.5,23.3,4.2,6.5,77,23,40.4,85.8,4.1,14618
2.66,3.22,86.4,19.5,15.5,81.6,92.1,6.1,15.3,9.2,11,34.6,16.9,7.6,18.6,36176,53138,92.7,59.7,46.8,7.3,27.3,52.8,47.2,31.7,18.8,6.4,14619
1.89,2.82,89.9,49.1,13,71.6,83.4,14.1,21.9,18.4,4.3,36.5,6.7,5.2,16.3,40483,52370,90.8,70.2,30.5,9.2,21.2,32.5,67.5,32,72.9,6,14620
2.66,3.48,67.9,9,24.2,78.5,78,10.4,9.7,33.2,11.5,43,20.2,11.4,22.3,24906,33967,87.2,43.8,56.1,12.8,40.1,33.7,66.3,32.4,30.7,31.9,14621
2.18,2.86,90.8,26.4,14.9,90.5,90,7.5,10.9,12.7,3.7,37.3,5.8,1.2,21.3,49257,61465,94.2,73.7,39.1,5.8,8.1,78.3,21.7,46.7,87.4,7.8,14622
2.29,2.83,90.3,39.1,13.1,66.2,80.9,17.5,36.7,19.5,5.4,39.4,9,5.6,16.5,47613,59042,92.9,80.4,24.9,7.1,17.7,55.1,44.9,27.6,73.7,4.7,14623
2.49,3.05,94,34.7,10.4,89.6,90.5,7.8,8.4,10.4,3.9,31.1,5.6,0.4,18.9,60443,70326,95.5,81.7,28.6,4.5,5.3,81.4,18.6,40.9,84.9,3.4,14624
2.29,2.99,95.2,50.2,12.3,88.9,94.1,4.3,6.3,6,3.4,37.8,5.5,0.7,18.6,72500,99226,96.5,85.2,30.4,3.5,4.9,86.5,13.5,48.5,94.5,4.2,14625
2.35,2.92,91.9,29.2,12.4,92.3,89.3,9.7,4.3,11.6,3.2,37.7,5.2,0.7,19.1,53212,68382,95.2,78.7,35,4.8,7,71.4,28.6,46.1,89.8,4.7,14626
NA,NA,100,76.2,2.5,33.5,80.2,17.1,50.7,22.8,5.4,60.5,13.8,5,9,NA,NA,97.5,95.9,3,2.5,NA,NA,NA,19.5,72.4,4.6,14627
2.34,2.96,87.2,19.5,17.8,84.9,95.2,1.8,1.5,7.3,5.2,40.1,8.6,0.4,15,36552,48427,92.9,60.7,46.7,7.1,23.7,60.1,39.9,40.6,90,7.2,14701
